type,start,_end,end,title,description,category,project,keyword,people,places,works,artistic,additional,display temporal,source,displayTemporal,reference,image,VRobject,Event_ID
Cinema,1921-12-00,,1922-05-00,"For the First Workers' Theatre of the Proletkult, Sergei Eisenstein works with Valentin Smishliaevon the production of Valerian Pletnev's 'Precipice'. Eisenstein's costume and stage designs show influences of cubism; they also contain elements of his later film work.","For the First Workers' Theatre of the Proletkult, Sergei Eisenstein joins Valentin Smishliaevon the already ongoing preparations for the production of Valerian Pletnev's 'Precipice'. Eisenstein's costume and set designs show influences of cubism; they also contain elements of his later film work.",Cinema and Theatre;Graphic Art,Proletkult,First Workers' Theatre of the Proletkult;Smishliaev,Valentin Smishliaev;Valerian Pletnev,Russian Soviet Federative Socialist Republic;Russia;Moscow;First Workers' Theatre of the Proletkult,Patatras;Precipice;Proryv,Cubism,Proletkult;Set Design;Costume Design;Director,December 1921 to May 1922,"Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 39; Wladimir Zabrodin: ""Eisenstein. Versuch des Theaters"" (Эйзенштейн: Попытка театра);Moskau;Eisenstein-Zentrum;2005",December 1921 to May 1922,,,,designs_pletnev
Biography,1922-05-00,1923-00-00,,Leaves Proletkult for about a year due to a fallout with Valentin Smishliaev.,"While working on the production 'Precipice' Sergei Eisenstein has a fallout with Valentin Smishliaev, a Konstantin Stanislavski student. Eisenstein then leaves Proletkult for about a year.",Biography and Personality;Cinema and Theatre,Proletkult,Above the Gorge;Proletkult;Smishliaev,Valentin Smishliaev;Valerian Pletnev;Konstantin Stanislavski ,,Patatras;Precipice;Proryv,,Proletkult;Set Design;Costume Design;Director,Probably May 1922,"Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 39; Wladimir Zabrodin: ""Eisenstein. Versuch des Theaters"" (Эйзенштейн: Попытка театра);Moskau;Eisenstein-Zentrum;2005",Probably May 1922,,,,leaving_proletkult
Biography,1922-10-00,1923-00-00,1923-00-00,"Begins preparations for the production of 'Enough Simplicity in Every Wise Man', but Proletkult management drops it after dress rehearsals.","In the First Workers' Theatre of the Proletkult in Moscow, Sergei Eisenstein begins preparations for the production 'Enough Simplicity in Every Wise Man' after Aleksandr Ostrovski, arranged in a ""free text composition"" by Sergei Tretiakov. The Proletkult management initially accepts the production, but after the dress rehearsal it is dropped.",Biography and Personality;Cinema and Theatre,Enough Simplicity in Every Wise Man,,Aleksandr Ostrovski;Sergei Tretiakov,Russian Soviet Federative Socialist Republic;Russia;Moscow;First Workers' Theatre of the Proletkult,Enough Simplicity in Every Wise Man,,Proletkult;Director,From October 1922,Sudendorf;p. 39,From October 1922,,,,begin_wise_man
Biography,1922-11-00,1923-00-00,,Leaves GVYRM and takes over the leadership of the PERETRU theatre group.,"Encouraged by Zinaida Reich, later wife of Vsevolod Meyerhold, Sergei Eisenstein declares his resignation from the GVYRM and takes over the leadership of an independent Touring Theatre formed by members of the Central Proletkult Theatre, the PERETRU.",Biography and Personality;Cinema and Theatre,Proletkult,Zinaida Reich;Meyerhold;GVYRM;Central Proletkult Theatre;PERETRU;State Higher Theatre Workshops,Zinaida Reich;Vsevolod Meyerhold,,,,GVYRM (State Higher Directors' Workshops);Central Proletkult Theatre;PERETRU,Not before November 1922,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 39,Not before November 1922,,,,leaves_GVRM_peretru
Cinema,1922-11-24,1922-12-00,,Premiere of 'The Death of Tarelkin'.,"Premiere of the Meyerhold production 'The Death of Tarelkin' at the Theatre GITIS, Moscow.",Cinema and Theatre,,Meyerhold;The Death of Tarelkin;Theatre GITIS,Vsevolod Meyerhold,Russian Soviet Federative Socialist Republic;Russia;Moscow;GITIS ,The Death of Tarelkin,,GITIS;GVYRM (State Higher Directors' Workshops);Proletkult;Premiere,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 39,,,,,premiere_tarelkin
Cinema,1922-00-00,,,Works on several more plays for GVYRM and MASTFOR in the year 1922.,"Among others Sergei Eisenstein creates set and costume designs for William Shakespeare, 'The Merchant of Venice' (1597), a study assignment at the GVYRM, an Vladimir Mass, 'The Treaty of Ghent' for the MASTFOR.",Cinema and Theatre;Graphic Art,,State Higher Theatre Workshops;The Merchant of Venice;GVYRM;The Guarantees of Ghent;MASTFOR;State Higher Theatre Workshops,William Shakespeare;Vladimir Mass ,,"The Merchant of Venice,The Treaty of Ghent",,MASTFOR (Foregger Workshop);GVYRM (State Higher Directors' Workshops);Set Design;Costume Design,1922,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 40,1922,,,,theatre_works_1922
Biography,1922-00-00,1922-00-00,1923-01-00,Meets Lev Kuleshov and attends his Film Workshop for three months.,"Sergei Eisenstein meets Lev Kuleshov for the first time in the Proletkult Theatre, who reports on the encounter in his memoirs: ""I asked Sergei Eisenstein if I could work on sports training (gymnastics, expressive movement, boxing) with the students of our working group in the Proletkult House. Sergei Eisenstein agreed, but asked me in return to give lectures on film for the Proletkult group that he led [...] My lectures at the Proletkult began to interest Sergei Eisenstein and soon he came over to the Zone-Theatre in the evening [...] to our group and worked on montage exercises (only on paper as a script, of course). This went on every evening for three months and always with full zeal [...] We spent hours every night with montage exercises - without film material - of mass scenes. This is where certain common features and similarities between the mass scenes in 'Strike' and the same scenes in 'The Death Ray' come from. When Sergei Eisenstein studied with us, he proved with brilliance one of his sayings: 'Everyone can become a film director, but one must study for two years and the other for 200 years.' Sergei Eisenstein studied in the workshop for three months.""",Biography and Personality;Cinema and Theatre,Proletkult,Lev Kuleshov;Strike;The Death Ray,Lev Kuleshov,,,,,Between the end of 1922 and January 1923,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 40,Between the end of 1922 and January 1923,,,,meeting_kulesov
Cinema,1923-01-14,1923-00-00,,Decides to produce a film insert entitled 'Glumov's Diary' for the staging of 'Enough Simplicity in Every Wise Man'.,Sergei Eisenstein decides to include a kind of 'Kinopravda' (Dziga Vertov called his documentary newsreel films since 1922 'Kinopravda' - film truth.) as an additional attraction in the staging of 'Enough Simplicity in Every Wise Man'. The sequence is entitled 'Glumov's Diary'.,Cinema and Theatre,Glumov's Diary;Enough Simplicity in Every Wise Man,Enough Simplicity in Every Wise Man;Glumov's Diary;Kinopravda,Dziga Vertov,,Enough Simplicity in Every Wise Man;Glumov's Diary,Kinopravda,Director,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 41,,,,,conception_glumov_diary
Cinema,1923-03-06,,,Preparation for the shooting of 'Glumov's Diary' begins.,Sergei Eisenstein begins preparing for the shooting of 'Glumov's Diary'.,Cinema and Theatre,Glumov's Diary,Glumov's Diary,,,Glumov's Diary,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 41,,,,,preparation_glumov_diary
Cinema,1923-04-02,,,"On the occasion of Vsevolod Meyerhold's 25th theatre anniversary, one episode from 'Enough Simplicity in Every Wise Man' is performed.","On the occasion of Vsevolod Meyerhold's 25th theatre anniversary, the episode 'Joffre off to Campaign' from the 'Enough Simplicity in Every Wise Man' is performed at the Bolshoi Theatre.",Cinema and Theatre,Enough Simplicity in Every Wise Man,Enough Simplicity in Every Wise Man;Meyerhold;Bolšoj Theatre;Glumov's Diary,Vsevolod Meyerhold,Soviet Union;Russia;Moscow;Bolshoi Theatre,Enough Simplicity in Every Wise Man,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 41,,,,,meyerhold_anniversary_25
Cinema,1923-04-19,,,Sergei Eisenstein's first film work with the shooting for 'Glumov's Diary'.,"Sergei Eisenstein's first film work with the shooting for 'Glumov's Diary'. Dziga Vertov is assigned to Eisenstein by Goskino as a consultant, but he leaves the recording work after two or three shots. Sergei Eisenstein is later amused that Vertov did not get along with ""theatre people in white atlas and clown clapping"".",Cinema and Theatre,Glumov's Diary,Glumov's Diary;Dziga Vertov,Dziga Vertov ,,Glumov's Diary,Circus;Attractions,Shooting;Director;Goskino,Probably 19 April 1923,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 41 f.,Probably 19 April 1923,,P0070,,shooting_glumov_diary
Cinema,1923-04-16,,1923-05-00,First public performances of 'Enough Simplicity in Every Wise Man'.,"First public performances of 'Enough Simplicity in Every Wise Man' in the First Workers' Theatre of Proletkult, Moscow, Nozdvizhenka 16. Scholars and contemporaries disagree on the exact premiere date. This expansion of eccentric attractions is met with an almost entirely positive response from the public and critics. In the discussion about the production, however, the question arises as to what this still has to do with Workers' Theatre. ",Cinema and Theatre,Enough Simplicity in Every Wise Man;Proletkult,Enough Simplicity in Every Wise Man;First Workers' Theatre of the Proletkult,,Soviet Union;Russia;Moscow;First Workers' Theatre of the Proletkult,Enough Simplicity in Every Wise Man;Glumov's Diary,Circus;Attractions;Eccentrism;Acrobatics;Number Program;Workers' Theatre,Director;Acting;Premiere,Between 16 April 1923 and 8 May 1923,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 42; Gerould;Daniel (1974): 'Eisenstein's 'Wiseman'';in: 'The Drama Review: TDR';18;1;p. 73;84; Yurnev;R. N. (1974): 'Eizenshtein v vospominaniiakh sovremennikov';in: 'Iskusstvo' 1974;p. 45; Cavendish;Phil (2013): 'From 'Lost' to 'Found': The 'Rediscovery' of Sergei Eisenstein's Glumov's Diary and its avant-garde context';in: 'Kinokultura' 41 (2013);http://www.kinokultura.com/2013/41-cavendish.shtml; Zabrodin;V. V. (2005): 'Eizenshtein: Popytka teatra'. Moscow: Eizenshtein-tsentr;p. 148,Between 16 April 1923 and 8 May 1923,,P0070,,performances_wise_man
Cinema,1922-09-30,,1923-00-00,Work on 'Precipice' is resumed. It is now to be staged under the title 'Patatras'.,"Sergei Eisenstein and Valerian Pletnev work again on Pletnev's piece 'Precipice'. Grigoryi Aleksandrov joins as co-author. Eisenstein suggests to rewrite it, including some motifs from Upton Sinclair's novel 'King Coal' (1917). The new version is to be staged as a detective play under the title 'Patatras'. He sketches set and costume designs.",Cinema and Theatre;Graphic Art,,Über der Schlucht;Over the Gorge;Grigori Aleksandrov;Patatras,Grigori Aleksandrov;Valerian Pletnev;Upton Sinclair,Soviet Union;Russia;Moscow;First Workers' Theatre of the Proletkult,Patatras;Precipice;Proryv,,Proletkult;Director;Set Design;Costume Design;Script,30 September 1922 to 1923,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 43; Zabrodin;V. V. (2005): 'Eizenshtein: Popytka teatra'. Moscow: Eizenshtein-tsentr,30 September 1922 to 1923,,,,precipice_patatras
Cinema,1923-00-00,1923-00-00,,Sergei Eisenstein and Valerian Pletnev write a third version of 'Precipice' or 'Patatras' under the title 'Proryv'.,"Sergei Eisenstein and Valerian Pletnev write a third version of 'Precipice' or 'Patatras', this time under the title 'Proryv', the breakthrough.",Cinema and Theatre,,,Valerian Pletnev,Soviet Union;Russia;Moscow;First Workers' Theatre of the Proletkult,Patatras;Precipice;Proryv,,Proletkult;Script,1923,Zabrodin;V. V. (2005): 'Eizenshtein: Popytka teatra'. Moscow: Eizenshtein-tsentr,1923,,,,patatras_proryv
Cinema,1923-00-00,1923-00-00,,Exposé and designs for 'Garland's Inheritance'.,"Together with Grigori Aleksandrov, Sergei Eisenstein writes an exposé for a play named 'Garland's Inheritance' for Valerian Pletnev and designs sets for it.",Cinema and Theatre;Graphic Art,,,Grigori Aleksandrov;Valerian Pletnev,,Garland's Inheritance,,Proletkult;Script,1923,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 43,1923,,,,garlands_inheritance
Cinema,1923-00-00,,,Writes 'Expressive Movement' together with Sergei Tretiakov.,"Sergei Eisenstein writes the study 'Expressive Movement' together with Sergei Tretiakov, in which he polemicizes against the methods of François Delsarte, Rudolf Bode and Vsevolod Meyerhold.",Cinema and Theatre;Writing and Teaching,,Expressive Movement;Sergei Tretiakov;Delsarte;Rudolf Bode;Meyerhold,Sergei Tretiakov;François Delsarte;Rudolf Bode;Vsevolod Meyerhold,,Expressive Movement,Movement,,Between Spring and Summer 1923,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 43,Between Spring and Summer 1923,,,,writing_expressive_movement
Cinema,1923-05-20,1923-10-00,,Publication of 'The Montage of Attractions' marks beginning of his theoretical-analytical work.,"Sergei Eisenstein writes the fundamental essay 'The Montage of Attractions'. With this staging principle of the dynamic and eccentric agitation theatre (""left wing"" of Proletkult), which he developed together with Boris Arvatov, Sergei Eisenstein at the same time sets himself apart from the direction represented by Valerian Pletnev of the representational-narrative theatre (""right wing"" of Proletkult). With this in the magazine of the LEF-Group published Manifesto, Sergei Eisenstein begins his theoretical-analytical work, parallel to his creative and practical theatre and film work.",Cinema and Theatre;Writing and Teaching,,The Montage of Attractions,Boris Arvatov;Valerian Pletnev,,The Montage of Attractions,Eccentrism;Agitation;Representational-narrative;Montage;Attractions,LEF (Left Front of the Arts);Proletkult,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 43,,,,,writing_montage_of_attractions
Cinema,1923-09-00,,1923-10-00,"Works on set and staging of 'Can You Hear Me, Moscow?'","Sergei Eisenstein works on the set and staging of Sergei Tretiakov's Agitguignol 'Can You Hear Me, Moscow?' for the First Workers' Theatre of the Proletkult in Moscow, which deals with the revolutionary events in Germany culminating in the Hamburg Uprising.",Cinema and Theatre;Graphic Art,Proletkult;Can You Hear Me Moscow?,Sergei Tretiakov;Can You Hear Me Moscow?;First Workers' Theatre of the Proletkult;Hamburg Uprising,Sergei Tretiakov,Soviet Union;Russia;Moscow;First Workers' Theatre of the Proletkult,Can You Hear Me٫ Moscow?,Agitation;Grand Guignol,Proletkult;Director;Set Design,Between September and October 1923,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 44,Between September and October 1923,,,,hear_moscow_1923
Cinema,1923-11-07,1923-12-00,,"Premiere of 'Can You Hear Me, Moscow?'.","First performance of 'Can You Hear Me, Moscow?' in the First Workers' Theatre of the Proletkult. Due to the concrete task of the production, to intensify the mobilization of volunteers to Germany, Sergei Eisenstein turns for a short time to a sujet-related topic. The production, which uses sparse Grand Guignol resources, provokes strong emotional reactions in the audience.",Cinema and Theatre;Graphic Art,Proletkult;Can You Hear Me Moscow?,Can You Hear Me Moscow?;First Workers' Theatre of the Proletkult,Sergei Tretiakov,Soviet Union;Russia;Moscow;First Workers' Theatre of the Proletkult,Can You Hear Me٫ Moscow?,Agitation;Grand Guignol,Proletkult;Director;Set Design;Premiere,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 44 f.,,,,,first_performance_hear_moscow
